C:\Users\charl\scoop\apps\corretto17-jdk\current\bin\java.exe -javaagent:C:\Users\charl\scoop\apps\idea\2024.3.1-243.22562.145\IDE\lib\idea_rt.jar=63487:C:\Users\charl\scoop\apps\idea\2024.3.1-243.22562.145\IDE\bin -Dfile.encoding=UTF-8 -classpath D:\git_wa\advent-of-code\target\scala-3.6.2\classes;C:\Users\charl\AppData\Local\Coursier\cache\v1\https\repo1.maven.org\maven2\org\scala-lang\scala3-library_3\3.6.2\scala3-library_3-3.6.2.jar;C:\Users\charl\AppData\Local\Coursier\cache\v1\https\repo1.maven.org\maven2\org\scalactic\scalactic_3\3.2.19\scalactic_3-3.2.19.jar;C:\Users\charl\AppData\Local\Coursier\cache\v1\https\repo1.maven.org\maven2\org\scala-lang\scala-library\2.13.15\scala-library-2.13.15.jar aoc.aoc2024.day2.main
List(58, 59, 60, 59, 60) | 3 | Ascending | Safe(0): false | Safe(1): false
List(51, 47, 41, 40, 39, 36, 30) | 0 | Descending | Safe(0): false | Safe(1): false
List(60, 64, 65, 67, 71, 74, 74) | 5 | Ascending | Safe(0): false | Safe(1): false
List(25, 27, 29, 29, 33) | 3 | Ascending | Safe(0): false | Safe(1): false
List(33, 33, 34, 40, 44) | 3 | Ascending | Safe(0): false | Safe(1): false
List(68, 73, 74, 75, 79, 83) | 5 | Ascending | Safe(0): false | Safe(1): false
List(12, 15, 17, 19, 21, 21, 23, 29) | 6 | Ascending | Safe(0): false | Safe(1): false
List(86, 86, 84, 86, 86) | 1 | Descending | Safe(0): false | Safe(1): false
List(22, 19, 16, 18, 21, 23, 20) | 3 | Descending | Safe(0): false | Safe(1): false
List(30, 31, 28, 26, 22) | 1 | Descending | Safe(0): false | Safe(1): false
List(98, 94, 89, 86, 84) | 0 | Descending | Safe(0): false | Safe(1): false
List(6, 11, 13, 10, 16) | 3 | Ascending | Safe(0): false | Safe(1): false
List(84, 87, 84, 83, 84, 81, 79, 73) | 2 | Descending | Safe(0): false | Safe(1): false
List(39, 35, 34, 34, 33, 32, 30, 31) | 1 | Descending | Safe(0): false | Safe(1): false
List(54, 48, 46, 43, 40, 38, 38) | 0 | Descending | Safe(0): false | Safe(1): false
List(27, 27, 30, 32, 33, 36, 38, 42) | 6 | Ascending | Safe(0): false | Safe(1): false
List(61, 56, 53, 54, 51) | 1 | Descending | Safe(0): false | Safe(1): false
List(21, 18, 20, 21, 24, 30) | 4 | Ascending | Safe(0): false | Safe(1): false
List(84, 88, 88, 90, 92, 94, 96, 96) | 5 | Ascending | Safe(0): false | Safe(1): false
List(66, 66, 64, 61, 60, 60) | 0 | Descending | Safe(0): false | Safe(1): false
List(52, 52, 54, 54, 58) | 2 | Descending | Safe(0): false | Safe(1): false
List(68, 64, 63, 59, 58, 57, 52) | 0 | Descending | Safe(0): false | Safe(1): false
List(70, 70, 65, 62, 60) | 0 | Descending | Safe(0): false | Safe(1): false
List(55, 48, 47, 45, 39, 32) | 0 | Descending | Safe(0): false | Safe(1): false
List(46, 53, 54, 55, 58, 62) | 5 | Ascending | Safe(0): false | Safe(1): false
List(64, 64, 64, 63, 60, 53) | 0 | Descending | Safe(0): false | Safe(1): false
List(60, 66, 69, 71, 74, 77, 82, 82) | 6 | Ascending | Safe(0): false | Safe(1): false
List(6, 11, 12, 10, 7) | 2 | Descending | Safe(0): false | Safe(1): false
List(9, 10, 7, 4, 6, 6) | 2 | Descending | Safe(0): false | Safe(1): false
List(11, 9, 12, 16, 15) | 2 | Descending | Safe(0): false | Safe(1): false
List(75, 72, 72, 75, 75) | 1 | Descending | Safe(0): false | Safe(1): false
List(55, 55, 52, 49, 45, 43, 40, 39) | 0 | Descending | Safe(0): false | Safe(1): false
List(27, 33, 35, 36, 39, 45, 49) | 6 | Ascending | Safe(0): false | Safe(1): false
List(61, 61, 54, 53, 47) | 0 | Descending | Safe(0): false | Safe(1): false
List(92, 91, 92, 95, 95, 94) | 2 | Descending | Safe(0): false | Safe(1): false
List(35, 35, 37, 39, 43, 43) | 3 | Descending | Safe(0): false | Safe(1): false
List(28, 23, 22, 20, 18, 18, 11) | 0 | Descending | Safe(0): false | Safe(1): false
List(38, 42, 45, 48, 47) | 3 | Ascending | Safe(0): false | Safe(1): false
List(5, 7, 9, 11, 17, 19, 22) | 6 | Ascending | Safe(0): false | Safe(1): false
List(48, 44, 42, 41, 40, 41, 39, 35) | 1 | Descending | Safe(0): false | Safe(1): false
List(38, 38, 37, 33, 36) | 1 | Descending | Safe(0): false | Safe(1): false
List(69, 65, 65, 63, 61, 60, 56) | 0 | Descending | Safe(0): false | Safe(1): false
List(28, 25, 26, 25, 28, 32) | 3 | Descending | Safe(0): false | Safe(1): false
List(25, 23, 26, 30, 34) | 3 | Ascending | Safe(0): false | Safe(1): false
List(57, 57, 58, 63, 65, 67, 64) | 4 | Ascending | Safe(0): false | Safe(1): false
List(42, 43, 45, 47, 44, 45, 46, 50) | 6 | Ascending | Safe(0): false | Safe(1): false
List(48, 44, 41, 39, 39) | 0 | Descending | Safe(0): false | Safe(1): false
List(71, 65, 59, 56, 54, 52, 51, 47) | 0 | Descending | Safe(0): false | Safe(1): false
List(11, 8, 7, 7, 10) | 1 | Descending | Safe(0): false | Safe(1): false
List(59, 56, 55, 57, 54, 51, 50, 50) | 1 | Descending | Safe(0): false | Safe(1): false
List(66, 65, 70, 72, 73, 75, 78, 85) | 6 | Ascending | Safe(0): false | Safe(1): false
List(34, 37, 39, 42, 43, 45, 46) | 6 | Ascending | Safe(0): true | Safe(1): true
List(67, 64, 61, 58, 55, 54, 51, 50) | 0 | Descending | Safe(0): true | Safe(1): true
List(1, 3, 5, 7, 9, 10) | 5 | Ascending | Safe(0): true | Safe(1): true
List(87, 90, 92, 94, 97) | 4 | Ascending | Safe(0): true | Safe(1): true
List(48, 50, 51, 54, 55, 58, 59) | 6 | Ascending | Safe(0): true | Safe(1): true
List(43, 45, 46, 48, 50) | 4 | Ascending | Safe(0): true | Safe(1): true
List(35, 32, 30, 28, 27) | 0 | Descending | Safe(0): true | Safe(1): true
List(57, 55, 54, 53, 52) | 0 | Descending | Safe(0): true | Safe(1): true
List(52, 54, 55, 57, 60, 63) | 5 | Ascending | Safe(0): true | Safe(1): true
List(34, 37, 38, 39, 40, 41, 44) | 6 | Ascending | Safe(0): true | Safe(1): true
List(75, 78, 81, 84, 86, 88, 90, 93) | 7 | Ascending | Safe(0): true | Safe(1): true
List(59, 58, 56, 53, 52, 49, 47) | 0 | Descending | Safe(0): true | Safe(1): true
List(23, 26, 27, 28, 29, 30, 32) | 6 | Ascending | Safe(0): true | Safe(1): true
List(29, 30, 33, 34, 37, 38, 39) | 6 | Ascending | Safe(0): true | Safe(1): true
List(50, 48, 46, 44, 43, 42, 39) | 0 | Descending | Safe(0): true | Safe(1): true
List(13, 11, 9, 6, 5) | 0 | Descending | Safe(0): true | Safe(1): true
List(70, 72, 74, 76, 79, 81) | 5 | Ascending | Safe(0): true | Safe(1): true
List(18, 21, 24, 25, 26) | 4 | Ascending | Safe(0): true | Safe(1): true
List(21, 18, 15, 12, 10, 9) | 0 | Descending | Safe(0): true | Safe(1): true
List(62, 60, 57, 56, 55) | 0 | Descending | Safe(0): true | Safe(1): true
List(13, 11, 8, 7, 6, 5) | 0 | Descending | Safe(0): true | Safe(1): true
List(40, 38, 37, 36, 35) | 0 | Descending | Safe(0): true | Safe(1): true
List(47, 50, 52, 55, 57, 59, 60) | 6 | Ascending | Safe(0): true | Safe(1): true
List(76, 74, 71, 70, 67, 64, 61) | 0 | Descending | Safe(0): true | Safe(1): true
List(39, 40, 43, 46, 49, 52, 55, 56) | 7 | Ascending | Safe(0): true | Safe(1): true
List(85, 87, 89, 90, 92) | 4 | Ascending | Safe(0): true | Safe(1): true
List(35, 33, 32, 30, 27, 25, 24, 23) | 0 | Descending | Safe(0): true | Safe(1): true
List(64, 63, 60, 58, 55, 52, 51) | 0 | Descending | Safe(0): true | Safe(1): true
List(82, 80, 78, 76, 73, 71) | 0 | Descending | Safe(0): true | Safe(1): true
List(78, 80, 83, 85, 87, 88, 90, 91) | 7 | Ascending | Safe(0): true | Safe(1): true
List(40, 39, 38, 35, 34, 33) | 0 | Descending | Safe(0): true | Safe(1): true
List(24, 22, 21, 19, 18, 17, 16) | 0 | Descending | Safe(0): true | Safe(1): true
List(14, 17, 18, 21, 23) | 4 | Ascending | Safe(0): true | Safe(1): true
List(34, 35, 37, 38, 40, 41, 44, 47) | 7 | Ascending | Safe(0): true | Safe(1): true
List(97, 96, 93, 92, 90, 88) | 0 | Descending | Safe(0): true | Safe(1): true
List(71, 74, 76, 77, 80, 82) | 5 | Ascending | Safe(0): true | Safe(1): true
List(54, 57, 59, 60, 63) | 4 | Ascending | Safe(0): true | Safe(1): true
List(32, 30, 29, 28, 26) | 0 | Descending | Safe(0): true | Safe(1): true
List(41, 38, 36, 33, 32, 30, 28) | 0 | Descending | Safe(0): true | Safe(1): true
List(68, 71, 74, 76, 77, 80) | 5 | Ascending | Safe(0): true | Safe(1): true
List(73, 71, 69, 67, 64, 62, 59, 56) | 0 | Descending | Safe(0): true | Safe(1): true
List(82, 84, 85, 88, 90) | 4 | Ascending | Safe(0): true | Safe(1): true
List(38, 39, 40, 42, 44, 47, 49, 52) | 7 | Ascending | Safe(0): true | Safe(1): true
List(92, 89, 86, 84, 81, 80) | 0 | Descending | Safe(0): true | Safe(1): true
List(61, 62, 64, 67, 69) | 4 | Ascending | Safe(0): true | Safe(1): true
List(35, 32, 30, 28, 26, 24, 23, 22) | 0 | Descending | Safe(0): true | Safe(1): true
List(14, 16, 18, 19, 22, 25, 28) | 6 | Ascending | Safe(0): true | Safe(1): true
List(67, 68, 69, 72, 75, 76, 77, 80) | 7 | Ascending | Safe(0): true | Safe(1): true
List(29, 28, 27, 25, 22, 19) | 0 | Descending | Safe(0): true | Safe(1): true
List(14, 13, 12, 9, 7, 6) | 0 | Descending | Safe(0): true | Safe(1): true
List(22, 24, 27, 28, 30, 33) | 5 | Ascending | Safe(0): true | Safe(1): true
List(64, 65, 68, 69, 70, 73, 75, 77) | 7 | Ascending | Safe(0): true | Safe(1): true
List(66, 65, 63, 60, 59, 56) | 0 | Descending | Safe(0): true | Safe(1): true
List(73, 74, 77, 78, 81) | 4 | Ascending | Safe(0): true | Safe(1): true
List(12, 13, 16, 17, 20) | 4 | Ascending | Safe(0): true | Safe(1): true
List(45, 48, 50, 51, 54, 57, 60, 63) | 7 | Ascending | Safe(0): true | Safe(1): true
List(45, 43, 41, 38, 35, 33, 30) | 0 | Descending | Safe(0): true | Safe(1): true
List(61, 58, 56, 55, 52, 50) | 0 | Descending | Safe(0): true | Safe(1): true
List(61, 59, 56, 53, 50, 49, 46) | 0 | Descending | Safe(0): true | Safe(1): true
List(40, 42, 44, 45, 48, 49, 50, 52) | 7 | Ascending | Safe(0): true | Safe(1): true
List(75, 77, 80, 81, 83, 85) | 5 | Ascending | Safe(0): true | Safe(1): true
List(14, 17, 18, 20, 21, 23, 25) | 6 | Ascending | Safe(0): true | Safe(1): true
List(13, 12, 9, 8, 7) | 0 | Descending | Safe(0): true | Safe(1): true
List(55, 52, 51, 50, 47, 44, 42) | 0 | Descending | Safe(0): true | Safe(1): true
List(64, 63, 60, 59, 56, 54, 53, 52) | 0 | Descending | Safe(0): true | Safe(1): true
List(19, 18, 17, 16, 13, 12, 10, 7) | 0 | Descending | Safe(0): true | Safe(1): true
List(99, 97, 94, 91, 89, 86, 83, 80) | 0 | Descending | Safe(0): true | Safe(1): true
List(85, 86, 87, 90, 93, 94, 95, 98) | 7 | Ascending | Safe(0): true | Safe(1): true
List(16, 19, 20, 23, 25, 26, 27) | 6 | Ascending | Safe(0): true | Safe(1): true
List(14, 13, 10, 9, 7) | 0 | Descending | Safe(0): true | Safe(1): true
List(83, 82, 79, 77, 76, 74, 71, 69) | 0 | Descending | Safe(0): true | Safe(1): true
List(84, 83, 82, 80, 78, 76) | 0 | Descending | Safe(0): true | Safe(1): true
List(20, 21, 24, 26, 29, 30, 31) | 6 | Ascending | Safe(0): true | Safe(1): true
List(84, 83, 80, 78, 77, 76, 75) | 0 | Descending | Safe(0): true | Safe(1): true
List(32, 34, 35, 36, 38) | 4 | Ascending | Safe(0): true | Safe(1): true
List(12, 13, 15, 18, 19, 22, 23, 25) | 7 | Ascending | Safe(0): true | Safe(1): true
List(56, 53, 52, 49, 46, 43, 42, 40) | 0 | Descending | Safe(0): true | Safe(1): true
List(72, 71, 69, 67, 64, 61, 58, 56) | 0 | Descending | Safe(0): true | Safe(1): true
List(33, 36, 38, 39, 40, 43) | 5 | Ascending | Safe(0): true | Safe(1): true
List(5, 7, 8, 10, 12, 15, 17, 19) | 7 | Ascending | Safe(0): true | Safe(1): true
List(40, 42, 43, 46, 49, 52, 53, 55) | 7 | Ascending | Safe(0): true | Safe(1): true
List(35, 34, 31, 30, 29, 27, 26, 25) | 0 | Descending | Safe(0): true | Safe(1): true
List(32, 33, 35, 36, 37, 40, 41, 43) | 7 | Ascending | Safe(0): true | Safe(1): true
List(56, 59, 60, 61, 64, 65, 66) | 6 | Ascending | Safe(0): true | Safe(1): true
List(55, 58, 60, 62, 64, 65, 68, 71) | 7 | Ascending | Safe(0): true | Safe(1): true
List(24, 25, 27, 29, 30, 31, 33, 36) | 7 | Ascending | Safe(0): true | Safe(1): true
List(97, 95, 92, 89, 88, 85, 83, 81) | 0 | Descending | Safe(0): true | Safe(1): true
List(27, 30, 32, 34, 35, 36) | 5 | Ascending | Safe(0): true | Safe(1): true
List(17, 18, 21, 22, 25) | 4 | Ascending | Safe(0): true | Safe(1): true
List(52, 50, 48, 47, 44, 42, 40, 39) | 0 | Descending | Safe(0): true | Safe(1): true
List(5, 7, 10, 11, 13, 16) | 5 | Ascending | Safe(0): true | Safe(1): true
List(65, 66, 68, 69, 72, 73, 76, 79) | 7 | Ascending | Safe(0): true | Safe(1): true
List(72, 71, 68, 67, 64, 61, 59, 57) | 0 | Descending | Safe(0): true | Safe(1): true
List(57, 60, 61, 62, 63, 65, 67) | 6 | Ascending | Safe(0): true | Safe(1): true
List(86, 85, 84, 82, 80, 79, 76, 74) | 0 | Descending | Safe(0): true | Safe(1): true
List(36, 33, 31, 28, 27, 25, 23) | 0 | Descending | Safe(0): true | Safe(1): true
List(21, 22, 23, 26, 29, 31) | 5 | Ascending | Safe(0): true | Safe(1): true
List(35, 36, 39, 41, 43, 44, 46) | 6 | Ascending | Safe(0): true | Safe(1): true
List(73, 70, 67, 64, 63, 61, 58) | 0 | Descending | Safe(0): true | Safe(1): true
List(37, 34, 31, 30, 29, 27) | 0 | Descending | Safe(0): true | Safe(1): true
List(69, 72, 75, 78, 79, 81, 82, 83) | 7 | Ascending | Safe(0): true | Safe(1): true
List(38, 37, 35, 33, 32, 29, 26, 23) | 0 | Descending | Safe(0): true | Safe(1): true
List(60, 59, 58, 55, 54, 53) | 0 | Descending | Safe(0): true | Safe(1): true
List(54, 53, 50, 49, 48, 46, 45) | 0 | Descending | Safe(0): true | Safe(1): true
List(86, 87, 90, 93, 94, 96, 98) | 6 | Ascending | Safe(0): true | Safe(1): true
List(99, 98, 97, 94, 93, 91) | 0 | Descending | Safe(0): true | Safe(1): true
List(47, 46, 44, 43, 40) | 0 | Descending | Safe(0): true | Safe(1): true
List(38, 40, 42, 44, 47, 49) | 5 | Ascending | Safe(0): true | Safe(1): true
List(86, 88, 90, 93, 96) | 4 | Ascending | Safe(0): true | Safe(1): true
List(34, 31, 30, 29, 26) | 0 | Descending | Safe(0): true | Safe(1): true
List(43, 46, 47, 50, 51, 54) | 5 | Ascending | Safe(0): true | Safe(1): true
List(56, 58, 61, 64, 66, 68, 70, 72) | 7 | Ascending | Safe(0): true | Safe(1): true
List(62, 65, 67, 69, 72, 75, 78) | 6 | Ascending | Safe(0): true | Safe(1): true
List(13, 16, 19, 22, 23, 24, 26) | 6 | Ascending | Safe(0): true | Safe(1): true
List(78, 80, 81, 82, 85, 87, 89) | 6 | Ascending | Safe(0): true | Safe(1): true
List(36, 34, 32, 30, 29, 27, 25, 22) | 0 | Descending | Safe(0): true | Safe(1): true
List(36, 35, 34, 31, 30, 28, 25, 24) | 0 | Descending | Safe(0): true | Safe(1): true
List(77, 76, 75, 73, 70, 68, 67) | 0 | Descending | Safe(0): true | Safe(1): true
List(20, 17, 15, 12, 10, 9, 6, 4) | 0 | Descending | Safe(0): true | Safe(1): true
List(67, 70, 73, 75, 77) | 4 | Ascending | Safe(0): true | Safe(1): true
List(52, 55, 57, 58, 60, 63, 66) | 6 | Ascending | Safe(0): true | Safe(1): true
List(27, 28, 31, 34, 35) | 4 | Ascending | Safe(0): true | Safe(1): true
List(17, 18, 21, 23, 26, 29, 30, 33) | 7 | Ascending | Safe(0): true | Safe(1): true
List(40, 39, 36, 33, 32, 29, 26) | 0 | Descending | Safe(0): true | Safe(1): true
List(11, 8, 7, 5, 2) | 0 | Descending | Safe(0): true | Safe(1): true
List(4, 6, 8, 11, 14, 15) | 5 | Ascending | Safe(0): true | Safe(1): true
List(94, 92, 89, 87, 84, 83, 80) | 0 | Descending | Safe(0): true | Safe(1): true
List(72, 73, 75, 76, 79, 81, 82, 84) | 7 | Ascending | Safe(0): true | Safe(1): true
List(26, 29, 32, 34, 37, 38) | 5 | Ascending | Safe(0): true | Safe(1): true
List(19, 16, 13, 11, 10, 9, 8) | 0 | Descending | Safe(0): true | Safe(1): true
List(79, 82, 85, 87, 89) | 4 | Ascending | Safe(0): true | Safe(1): true
List(22, 25, 28, 30, 31, 33, 34, 37) | 7 | Ascending | Safe(0): true | Safe(1): true
List(89, 86, 83, 82, 81) | 0 | Descending | Safe(0): true | Safe(1): true
List(53, 54, 57, 58, 61, 63) | 5 | Ascending | Safe(0): true | Safe(1): true
List(88, 85, 84, 83, 82, 79, 77) | 0 | Descending | Safe(0): true | Safe(1): true
List(33, 36, 38, 39, 42, 44) | 5 | Ascending | Safe(0): true | Safe(1): true
List(37, 39, 40, 41, 44) | 4 | Ascending | Safe(0): true | Safe(1): true
List(13, 11, 9, 6, 3) | 0 | Descending | Safe(0): true | Safe(1): true
List(25, 26, 29, 30, 32, 34, 36) | 6 | Ascending | Safe(0): true | Safe(1): true
List(32, 34, 36, 39, 40, 43, 44, 45) | 7 | Ascending | Safe(0): true | Safe(1): true
List(26, 24, 21, 19, 18) | 0 | Descending | Safe(0): true | Safe(1): true
List(62, 60, 58, 56, 53, 51, 49, 48) | 0 | Descending | Safe(0): true | Safe(1): true
List(37, 35, 33, 30, 27, 25, 22, 21) | 0 | Descending | Safe(0): true | Safe(1): true
List(11, 12, 15, 18, 19, 20) | 5 | Ascending | Safe(0): true | Safe(1): true
List(87, 85, 82, 80, 78, 76, 75) | 0 | Descending | Safe(0): true | Safe(1): true
List(52, 54, 55, 56, 59) | 4 | Ascending | Safe(0): true | Safe(1): true
List(83, 82, 80, 77, 76, 74, 73) | 0 | Descending | Safe(0): true | Safe(1): true
List(81, 79, 77, 74, 72, 71, 68, 67) | 0 | Descending | Safe(0): true | Safe(1): true
List(80, 81, 83, 84, 87) | 4 | Ascending | Safe(0): true | Safe(1): true
List(11, 13, 16, 18, 21, 24, 25) | 6 | Ascending | Safe(0): true | Safe(1): true
List(42, 40, 39, 37, 35, 34) | 0 | Descending | Safe(0): true | Safe(1): true
List(19, 18, 16, 14, 13, 12, 9) | 0 | Descending | Safe(0): true | Safe(1): true
List(89, 87, 85, 84, 81) | 0 | Descending | Safe(0): true | Safe(1): true
List(91, 90, 88, 86, 83) | 0 | Descending | Safe(0): true | Safe(1): true
List(85, 82, 80, 77, 76, 74, 71, 70) | 0 | Descending | Safe(0): true | Safe(1): true
List(52, 54, 57, 59, 62) | 4 | Ascending | Safe(0): true | Safe(1): true
List(2, 4, 7, 8, 10) | 4 | Ascending | Safe(0): true | Safe(1): true
List(61, 64, 66, 67, 68, 71, 73) | 6 | Ascending | Safe(0): true | Safe(1): true
List(29, 30, 33, 36, 38, 39, 41) | 6 | Ascending | Safe(0): true | Safe(1): true
List(58, 57, 54, 52, 51, 49) | 0 | Descending | Safe(0): true | Safe(1): true
List(83, 84, 85, 87, 89, 91) | 5 | Ascending | Safe(0): true | Safe(1): true
List(23, 22, 19, 16, 14, 13, 11) | 0 | Descending | Safe(0): true | Safe(1): true
List(41, 42, 44, 45, 48, 51, 52, 53) | 7 | Ascending | Safe(0): true | Safe(1): true
List(32, 30, 28, 26, 23, 20, 17) | 0 | Descending | Safe(0): true | Safe(1): true
List(72, 73, 75, 76, 77) | 4 | Ascending | Safe(0): true | Safe(1): true
List(78, 75, 74, 71, 68, 65) | 0 | Descending | Safe(0): true | Safe(1): true
List(87, 88, 89, 91, 93, 95) | 5 | Ascending | Safe(0): true | Safe(1): true
List(81, 84, 85, 86, 89, 91) | 5 | Ascending | Safe(0): true | Safe(1): true
List(26, 25, 24, 22, 19, 18, 16) | 0 | Descending | Safe(0): true | Safe(1): true
List(44, 42, 40, 39, 36, 34) | 0 | Descending | Safe(0): true | Safe(1): true
List(63, 65, 67, 69, 72, 73) | 5 | Ascending | Safe(0): true | Safe(1): true
List(48, 51, 53, 56, 58, 61, 64) | 6 | Ascending | Safe(0): true | Safe(1): true
List(95, 93, 90, 87, 84, 82, 79, 77) | 0 | Descending | Safe(0): true | Safe(1): true
List(45, 46, 49, 52, 54, 55) | 5 | Ascending | Safe(0): true | Safe(1): true
List(36, 33, 30, 28, 27, 24) | 0 | Descending | Safe(0): true | Safe(1): true
List(4, 6, 7, 9, 12, 15) | 5 | Ascending | Safe(0): true | Safe(1): true
List(20, 19, 17, 14, 13, 10, 9, 7) | 0 | Descending | Safe(0): true | Safe(1): true
List(6, 8, 11, 12, 14) | 4 | Ascending | Safe(0): true | Safe(1): true
List(52, 53, 55, 57, 58, 61, 64, 67) | 7 | Ascending | Safe(0): true | Safe(1): true
List(58, 55, 54, 52, 50, 49) | 0 | Descending | Safe(0): true | Safe(1): true
List(89, 88, 85, 83, 82) | 0 | Descending | Safe(0): true | Safe(1): true
List(15, 12, 11, 10, 9) | 0 | Descending | Safe(0): true | Safe(1): true
List(30, 29, 27, 25, 22, 20, 19, 16) | 0 | Descending | Safe(0): true | Safe(1): true
List(63, 65, 66, 67, 70) | 4 | Ascending | Safe(0): true | Safe(1): true
List(62, 60, 57, 55, 54, 51, 49) | 0 | Descending | Safe(0): true | Safe(1): true
List(49, 48, 47, 45, 44, 42, 40) | 0 | Descending | Safe(0): true | Safe(1): true
List(91, 88, 86, 83, 80, 77, 75) | 0 | Descending | Safe(0): true | Safe(1): true
List(54, 57, 59, 60, 63, 65) | 5 | Ascending | Safe(0): true | Safe(1): true
List(89, 92, 94, 95, 97) | 4 | Ascending | Safe(0): true | Safe(1): true
List(6, 9, 11, 12, 15, 16) | 5 | Ascending | Safe(0): true | Safe(1): true
List(91, 89, 87, 86, 84, 83, 82) | 0 | Descending | Safe(0): true | Safe(1): true
List(41, 42, 43, 44, 46, 47, 48, 49) | 7 | Ascending | Safe(0): true | Safe(1): true
List(40, 37, 34, 33, 30, 29) | 0 | Descending | Safe(0): true | Safe(1): true
List(36, 39, 40, 43, 44, 46) | 5 | Ascending | Safe(0): true | Safe(1): true
List(53, 55, 58, 59, 60, 63, 66) | 6 | Ascending | Safe(0): true | Safe(1): true
List(69, 70, 73, 74, 76, 77) | 5 | Ascending | Safe(0): true | Safe(1): true
List(59, 60, 61, 63, 64, 66, 69, 70) | 7 | Ascending | Safe(0): true | Safe(1): true
List(12, 13, 15, 16, 19, 22, 23) | 6 | Ascending | Safe(0): true | Safe(1): true
List(94, 93, 92, 90, 89, 88, 87, 86) | 0 | Descending | Safe(0): true | Safe(1): true
List(1, 4, 7, 10, 13, 15, 18) | 6 | Ascending | Safe(0): true | Safe(1): true
List(44, 42, 40, 38, 35, 34, 31, 28) | 0 | Descending | Safe(0): true | Safe(1): true
List(99, 98, 96, 94, 93) | 0 | Descending | Safe(0): true | Safe(1): true
List(7, 9, 10, 13, 16, 19, 20, 22) | 7 | Ascending | Safe(0): true | Safe(1): true
List(80, 79, 76, 75, 74) | 0 | Descending | Safe(0): true | Safe(1): true
List(79, 81, 83, 84, 87, 88) | 5 | Ascending | Safe(0): true | Safe(1): true
List(76, 73, 72, 70, 68, 67, 64) | 0 | Descending | Safe(0): true | Safe(1): true
List(81, 84, 85, 86, 87, 89, 92, 93) | 7 | Ascending | Safe(0): true | Safe(1): true
List(53, 55, 56, 58, 59, 62, 64, 65) | 7 | Ascending | Safe(0): true | Safe(1): true
List(75, 74, 72, 71, 70, 68) | 0 | Descending | Safe(0): true | Safe(1): true
List(33, 30, 28, 25, 22, 20, 17) | 0 | Descending | Safe(0): true | Safe(1): true
List(36, 33, 30, 27, 24, 22) | 0 | Descending | Safe(0): true | Safe(1): true
List(76, 77, 78, 80, 81, 84, 87) | 6 | Ascending | Safe(0): true | Safe(1): true
List(72, 69, 68, 66, 64, 62) | 0 | Descending | Safe(0): true | Safe(1): true
List(33, 35, 38, 39, 42) | 4 | Ascending | Safe(0): true | Safe(1): true
List(53, 56, 59, 60, 62, 63, 65) | 6 | Ascending | Safe(0): true | Safe(1): true
List(46, 47, 48, 51, 53) | 4 | Ascending | Safe(0): true | Safe(1): true
List(16, 17, 19, 20, 23, 25, 28) | 6 | Ascending | Safe(0): true | Safe(1): true
List(74, 76, 79, 82, 84) | 4 | Ascending | Safe(0): true | Safe(1): true
List(29, 26, 23, 20, 18, 16, 14, 12) | 0 | Descending | Safe(0): true | Safe(1): true
List(66, 69, 72, 74, 75, 76) | 5 | Ascending | Safe(0): true | Safe(1): true
List(32, 34, 36, 38, 41, 44) | 5 | Ascending | Safe(0): true | Safe(1): true
List(46, 44, 41, 39, 38) | 0 | Descending | Safe(0): true | Safe(1): true
List(59, 60, 61, 62, 64, 67, 68, 71) | 7 | Ascending | Safe(0): true | Safe(1): true
List(38, 40, 42, 43, 46) | 4 | Ascending | Safe(0): true | Safe(1): true
List(45, 43, 42, 39, 38, 35, 32, 30) | 0 | Descending | Safe(0): true | Safe(1): true
List(56, 59, 61, 64, 66, 69, 70, 71) | 7 | Ascending | Safe(0): true | Safe(1): true
List(2, 5, 7, 10, 11) | 4 | Ascending | Safe(0): true | Safe(1): true
List(64, 63, 62, 61, 58, 57) | 0 | Descending | Safe(0): true | Safe(1): true
List(46, 44, 41, 39, 38, 37, 35, 32) | 0 | Descending | Safe(0): true | Safe(1): true
List(32, 31, 29, 26, 23, 21) | 0 | Descending | Safe(0): true | Safe(1): true
List(97, 96, 94, 91, 89, 88, 85) | 0 | Descending | Safe(0): true | Safe(1): true
List(54, 52, 50, 47, 44, 43, 41, 39) | 0 | Descending | Safe(0): true | Safe(1): true
List(20, 18, 15, 14, 12, 10, 9) | 0 | Descending | Safe(0): true | Safe(1): true
List(33, 35, 36, 38, 39, 42, 45, 46) | 7 | Ascending | Safe(0): true | Safe(1): true
List(15, 17, 19, 21, 24, 25, 26, 27) | 7 | Ascending | Safe(0): true | Safe(1): true
List(85, 87, 88, 90, 91, 92) | 5 | Ascending | Safe(0): true | Safe(1): true
List(61, 58, 57, 54, 51, 48, 46, 45) | 0 | Descending | Safe(0): true | Safe(1): true
List(47, 48, 49, 52, 54) | 4 | Ascending | Safe(0): true | Safe(1): true
List(29, 27, 24, 23, 20, 19, 18, 16) | 0 | Descending | Safe(0): true | Safe(1): true
List(22, 20, 18, 17, 16, 15, 14, 12) | 0 | Descending | Safe(0): true | Safe(1): true
List(65, 66, 67, 69, 71, 74, 76, 77) | 7 | Ascending | Safe(0): true | Safe(1): true
List(19, 18, 15, 13, 12, 9, 6) | 0 | Descending | Safe(0): true | Safe(1): true
